
Šaltinių g. 1, Algirdo g.
K. Kalinausko g.
1,
K. Kalinausko g. 1, Pylimo g.
3,
K. Kalinausko g.
11,12,13,15,16,17,19,2,21,2a,
K. Kalinausko g. 3, Rožių al.
1,
K. Kalinausko g.
4,
K. Kalinausko g. 5, Rožių al.
2,
K. Kalinausko g.
6,
K. Kalinausko g. 8, Teatro g.
13,
K. Kalinausko g.
9,
Kaštonų g.
1,
Kaštonų g. 2, Vasario 16-osios g.
14,
Kaštonų g.
3,4,5,7,
Kaštonų g. 9, A. Jakšto g.
4,
Kauno g.
1,10,12,14,15,
Kauno g. 15, Algirdo g.
51A,
Kauno g.
16,17,17a,17b,18,
Kauno g. 18, Algirdo g.
53,
Kauno g.
19,19a,19b,21,22,
Kauno g. 23, Švitrigailos g.
40,
Kauno g.
24,25,27,
Kauno g. 28, Vytenio g.
50,
Kauno g.
3,31,32,33,34,
Kauno g. 35, Vytenio g.
48,
Kauno g.
36,
Kauno g. 36, Smolensko g.
7a,
Kauno g. 37, Vytenio g.
57,59,
Kauno g.
39,4,43,45,47,
Kauno g. 5, Aguonų g.
21,
Kauno g.
6,7,8,
Kedrų g.
11,6,9,
Kražių g.
13,15,17,19,21,23,25,4,5,7,8,
Lukiškių a.
1,
Lukiškių g.
1a,3,5,9,
Lukiškių g. 9, Mečetės g.
6,
Lukiškių g.
9a,
Lukiškių skg.
10,12,14,6,8,
M. K. Čiurlionio g. 1, V. Mykolaičio-Putino g.
2,
M. K. Čiurlionio g.
10,11,13,15,16,17,18,18a,19,
M. K. Čiurlionio g. 19, Z. Sierakausko g.
36,
M. K. Čiurlionio g.
2,20,21,22,23,25,25a,26,27,28,29,3,31,33,34,35,36,38,4,42,44,46,48,
M. K. Čiurlionio g. 5, Suvalkų g.
2,
M. K. Čiurlionio g. 50, P. Klimo g.
2,
M. K. Čiurlionio g. 52, P. Klimo g.
1,
M. K. Čiurlionio g.
6,
M. K. Čiurlionio g. 70, Raseinių g.
16,
M. K. Čiurlionio g.
72,74,76,8,82,82a,
M. K. Čiurlionio g. 82a, K. Donelaičio g.
19,
M. K. Čiurlionio g.
82e,84,86,9,
M. Valančiaus g.
1,
M. Valančiaus g. 2, V. Mykolaičio-Putino g.
8,
M. Valančiaus g.
3,
M. Valančiaus g. 4, Suvalkų g.
9,
Marijampolės g.
13,3,4,5,7,7a,8,9,
Mečetės g.
4,
Mindaugo g.
1,11,12,
Mindaugo g. 12, J. Basanavičiaus g.
14,
Mindaugo g.
12a,13,14,15,16,
Mindaugo g. 19, Šaltinių g.
1,
Mindaugo g.
21,22,23,
Mindaugo g. 23, Algirdo g.
38,
Mindaugo g.
24,26,27,28,30,32,34,36,42,8,8a,
Muitinės g.
34,35,37,39,41,
Naugarduko g. 10, Aguonų g.
2,
Naugarduko g.
11,
Naugarduko g. 12, Aguonų g.
1,
Naugarduko g.
129,13,14,
Naugarduko g. 15, Algirdo g.
28,
Naugarduko g.
16,16a,18,19,20,21,22,
Naugarduko g. 22, Mindaugo g.
20,
Naugarduko g.
24,25,26,27,28,29,3,30,30a,31,31a,32,33,34,35,36,37,38,4,41,41a,44,45,47,49,5,50,
Naugarduko g. 50, Ugniagesių g.
2,
Naugarduko g.
50a,52,53,55,56,
Naugarduko g. 57, Žemaitės g.
23,
Naugarduko g.
58,58a,59,60,62,64,66,68,68a,68b,7,70,72,
Naugarduko g. 76, Kauno g.
49,
Naugarduko g.
8,84,
Naugarduko g. 84, Smolensko g.
8,
Naugarduko g.
86,88,90,91,96,97,99,
Nočios g.
10,10a,11,12,13,
Nočios g. 14, Beržyno g.
11,
Nočios g.
15,
Nočios g. 16, K. Donelaičio g.
17,
Nočios g.
3,4,5,7,
P. Klimo g.
10,3,4,5,6,7,8,
P. Skorinos g.
12,12a,14,16,1a,3,5,7,8,9,
Pakalnės g.
1,13,3,4,5,7a,7b,9,
Pamėnkalnio g.
1,11,12,13,14,
Pamėnkalnio g. 15, Vasario 16-osios g.
6,
Pamėnkalnio g.
17,18,19,2,20,21,22,
Pamėnkalnio g. 23, Aukų g.
5,
Pamėnkalnio g.
24,25,26,28,3,30,32,34,36,38,4,40,5,
Pamėnkalnio g. 5, K. Griniaus g.
1,
Pamėnkalnio g.
6,7,8,9,
Panerių g.
10,11,12,13,14,
Panerių g. 14, Algirdo g.
46,
Panerių g.
15,18,
Panerių g. 19, Algirdo g.
73,
Panerių g.
20,20a,21,23,24,25,26,27,28,29,
Panerių g. 30, Švitrigailos g.
35,
Panerių g. 31, Švitrigailos g.
42,
Panerių g.
32,34,35,36,38,40,41,42,43,45,45a,
Panerių g. 45a, Smolensko g.
1,
Panerių g.
47,48,49,49a,50,51,
Panerių g. 51, Naugarduko g.
96,
Panerių g.
51a,54a,56,57,6,60a,62,64,7,8,9,
Pelesos g.
1,10,11,11a,12,13,15,17,24,3,
Pelesos g. 33, Panevėžio g.
1,
Pelesos g. 35, Panevėžio g.
2,
Pelesos g.
37,39,3a,41,43,45,5,57,6,
Pelesos g. 61, Liepkalnio g.
2,
Pelesos g.
63,
Pelesos g. 65, Alkūnės g.
2,
Pelesos g.
67,7,77,81,83,85,87,89,9,
Pelesos g. 91, Krėvos g.
17,
Pelesos g.
93,
Punsko g.
6,
Raseinių g.
10,11,
Raseinių g. 12, Nočios g.
2,
Raseinių g.
13,
Raseinių g. 14, Nočios g.
1,
Raseinių g.
15,21,
Raseinių g. 23, M. K. Čiurlionio g.
66,
Raseinių g.
3,5,7,7a,8,9,
Rožių al.
4,
S. Konarskio g.
1,
S. Konarskio g. 1, Jovaro g.
2,
S. Konarskio g.
10,10a,12,13,14,16,17,18,19,19a,2,20,
S. Konarskio g. 21, Raseinių g.
1,
S. Konarskio g.
22,
S. Konarskio g. 23, Raseinių g.
2,
S. Konarskio g.
24,25,27,28,28a,3,30,30a,30b,30c,32,32a,32c,32d,32e,34a,34b,35,37,4,49,4a,5,6,6a,6b,6c,7,
S. Konarskio g. 7, P. Klimo g.
14,
S. Konarskio g.
8,
S. Konarskio g. 9, P. Klimo g.
12,
Savanorių pr.
1,10,11,116,119,123,123a,124,124a,129,13,139,139a,139b,139c,139d,15,153,157,15a,163,171,173,174a,176,180,187,2,21,212,219,22,23,23a,25,25a,27,27a,28,29,3,31,32,33,34,35,36,37,38,39,4,41,42,43,44,45,47,48,48a,49,
Savanorių pr. 49, Gerosios Vilties g.
12,
Savanorių pr.
50,51,52,53,54,55,56,57,
Savanorių pr. 58, Gerosios Vilties g.
14,
Savanorių pr.
59,59a,60,61,62,63,63a,64,65,65a,65b,66,68,7,70,72,74,8,
Seinų g.
3,
Smolensko g.
10,11,12,13,15,2,
Smolensko g. 2, Panerių g.
47,
Smolensko g.
3,4,5,6,6a,7,8,
Sodų g. 1, Pylimo g.
51,
Sodų g.
11,13,14,15,2,21,22,23,24,24a,24b,24c,24d,24e,3,4,5,6,8,9,
Statybininkų g.
1,
Statybininkų g. 10, Smolensko g.
17,
Statybininkų g. 2, Birželio 23-iosios g.
8,
Statybininkų g.
3,4,5,6,8,
Suvalkų g.
1,2,3,4,5,6,7,8,
T. Ševčenkos g.
10,11,12,12a,13,15,16,16a,17,18,19,20,21,
T. Ševčenkos g. 23, Vytenio g.
27,
T. Ševčenkos g.
24,26,27,29,5,8,9,
Tauro g.
10,12,18,20,5,
Tauro g. 8, Pamėnkalnio g.
36,
Tylioji g.
4,
Tylioji g. 6, A. Vienuolio g.
3,
V. Šopeno g.
1,10,
V. Šopeno g. 12, Šv. Stepono g.
26,
V. Šopeno g.
3,
V. Šopeno g. 3, Sodų g.
17,
V. Šopeno g.
4,
V. Šopeno g. 5, Šv. Stepono g.
24,
V. Šopeno g.
6,8,
V. Kudirkos g. 1, M. K. Čiurlionio g.
7,
V. Kudirkos g.
16,18,20,22,24,3,4,4a,5,6,7,
V. Kudirkos g. 8, Z. Sierakausko g.
24,
V. Kudirkos g. 9, M. Valančiaus g.
2,6,
V. Mykolaičio-Putino g.
4,5,6,
V. Pietario g.
2,3,4,5,6,7,8,
Vasario 16-osios g.
10,
Vasario 16-osios g. 12, A. Goštauto g.
6,
Vasario 16-osios g. 13, Šermukšnių g.
1,
Vasario 16-osios g.
15,16,
Vilniaus g. 10, Gedimino pr.
16,
Vilniaus g.
12,12a,13,14,15,16,17,
Vilniaus g. 18, Labdarių g.
2,
Vilniaus g.
19,
Vilniaus g. 2, Žygimantų g.
15,
Vilniaus g.
21,
Vilniaus g. 22, Labdarių g.
1,
Vilniaus g.
22a,23,24,25,27,29,30,
Vilniaus g. 31, Islandijos g.
1,
Vilniaus g. 32, Dominikonų g.
4,
Vilniaus g.
33,
Vilniaus g. 35, Palangos g.
3,
Vilniaus g.
37,
Vilniaus g. 39, Klaipėdos g.
6,
Vilniaus g. 4, Tilto g.
35,
Vilniaus g.
41,45,
Vilniaus g. 6, Tilto g.
14,
Vilniaus g.
8,9,
Vilniaus g. 9, Tylioji g.
2,
Vytenio g.
10,13,16,18,2,20,22,24,29,3,31,33,35,37,39,4,41,43,44,45,46,46b,47,
Vytenio g. 49, Naugarduko g.
43,
Vytenio g.
5,50,51,53,55,6,61,61a,63,7,
Vytenio g. 8, A. Vivulskio g.
20,
Vytenio g. 9, A. Vivulskio g.
25,
Z. Sierakausko g. 13, V. Kudirkos g.
14,
Z. Sierakausko g.
15,17,17a,19,19a,21,23,25,28,30,36,
