institution,elderate,city,street,numbers
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,P. Cvirkos gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Pavasario gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Putinų gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Pušų gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Ramybės gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Ryto gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Saulėtekio gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Smėlio gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Sodų gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Sporto gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Taikos gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Technikos gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Technikos skersgatvis,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Totorių gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Turistų gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Užupio gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Vasario 16-osios gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Vilkakalnio gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Vilniaus gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Šilo gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Švenčionių gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Žalioji gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Žilvičių gatvė,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Antagavės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Azos kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Bendoriškės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Burkolų kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Bėčionių kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Bėčiūnų kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Ceikinėlių kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Dainių kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Didžiasalio kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Dindų kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Dūdėniškės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Garbūnų kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Gaurelių kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Gaveikėnų kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Girminių kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Girneliškės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Jonalaukio kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Kamšos kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Kazokinės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Kurniškės viensėdis,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Kylatrakio kaimas,,
