city,citygenitive,country,municipality,id,county,street,civilparish
Šiožiniai,Šiožinių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,2984,Utenos apskritis,,Daugailių seniūnija
Šlaitai,Šlaitų viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,2985,Utenos apskritis,,Daugailių seniūnija
Šlekiškės,Šlekiškių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,2986,Utenos apskritis,,Daugailių seniūnija
Šlepečiai,Šlepečių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,2987,Utenos apskritis,,Daugailių seniūnija
Taukeliai,Taukelių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,2988,Utenos apskritis,,Daugailių seniūnija
Vėriškės,Vėriškių viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,2989,Utenos apskritis,,Daugailių seniūnija
Voliškis,Voliškio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,2990,Utenos apskritis,,Daugailių seniūnija
Zabalina,Zabalinos kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,2991,Utenos apskritis,,Daugailių seniūnija
Zastronas,Zastrono kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,2992,Utenos apskritis,,Daugailių seniūnija
Žadavainiai,Žadavainių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,2993,Utenos apskritis,,Daugailių seniūnija
Kuktiškės,Kuktiškių miestelis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,2994,Utenos apskritis,Aukštaičių gatvė,Kuktiškių seniūnija
Kuktiškės,Kuktiškių miestelis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,2995,Utenos apskritis,Buitūnų gatvė,Kuktiškių seniūnija
Kuktiškės,Kuktiškių miestelis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,2996,Utenos apskritis,Dvaro gatvė,Kuktiškių seniūnija
Kuktiškės,Kuktiškių miestelis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,2997,Utenos apskritis,Krašuonos gatvė,Kuktiškių seniūnija
Kuktiškės,Kuktiškių miestelis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,2998,Utenos apskritis,Parko gatvė,Kuktiškių seniūnija
Kuktiškės,Kuktiškių miestelis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,2999,Utenos apskritis,Paupio gatvė,Kuktiškių seniūnija
Kuktiškės,Kuktiškių miestelis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3000,Utenos apskritis,Skaistulės gatvė,Kuktiškių seniūnija
Kuktiškės,Kuktiškių miestelis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3001,Utenos apskritis,Tauragnų gatvė,Kuktiškių seniūnija
Kuktiškės,Kuktiškių miestelis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3002,Utenos apskritis,Vytauto gatvė,Kuktiškių seniūnija
Kuktiškės,Kuktiškių miestelis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3003,Utenos apskritis,Vyžintos gatvė,Kuktiškių seniūnija
Kuktiškės,Kuktiškių miestelis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3004,Utenos apskritis,Žiedo gatvė,Kuktiškių seniūnija
Kuktiškės,Kuktiškių miestelis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3005,Utenos apskritis,Žvejų gatvė,Kuktiškių seniūnija
Smuiliškės,Smuiliškių viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3006,Utenos apskritis,,Kuktiškių seniūnija
Suoleliai,Suolelių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3007,Utenos apskritis,,Kuktiškių seniūnija
Šlapės,Šlapių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3008,Utenos apskritis,,Kuktiškių seniūnija
Varkališkės,Varkališkių viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3009,Utenos apskritis,,Kuktiškių seniūnija
Venclovynė,Venclovynės kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3010,Utenos apskritis,,Kuktiškių seniūnija
Antalgė,Antalgės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,3011,Utenos apskritis,Ežero gatvė,Rimšės seniūnija
Antalgė,Antalgės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,3012,Utenos apskritis,Kaštonų gatvė,Rimšės seniūnija
Antalgė,Antalgės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,3013,Utenos apskritis,Lauko gatvė,Rimšės seniūnija
Antalgė,Antalgės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,3014,Utenos apskritis,Sodų gatvė,Rimšės seniūnija
Antalgė,Antalgės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,3015,Utenos apskritis,Tuopų gatvė,Rimšės seniūnija
Antalgė,Antalgės kaimas,LIETUVOS RESPUBLIKA,Ignalinos rajono savivaldybė,3016,Utenos apskritis,Žvejų gatvė,Rimšės seniūnija
Dubės,Dubių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3017,Utenos apskritis,,Leliūnų seniūnija
Eiželiškiai,Eiželiškių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3018,Utenos apskritis,,Leliūnų seniūnija
Ežeraičiai,Ežeraičių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3019,Utenos apskritis,,Leliūnų seniūnija
Gaspariškis I,Gaspariškio I viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3020,Utenos apskritis,,Leliūnų seniūnija
Gaspariškis II,Gaspariškio II viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3021,Utenos apskritis,,Leliūnų seniūnija
Girelka,Girelkos viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3022,Utenos apskritis,,Leliūnų seniūnija
Gučiavietė,Gučiavietės kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3023,Utenos apskritis,,Leliūnų seniūnija
Guleliai,Gulelių viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3024,Utenos apskritis,,Leliūnų seniūnija
Ilgalaukis,Ilgalaukio viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3025,Utenos apskritis,,Leliūnų seniūnija
Ingeliškis,Ingeliškio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3026,Utenos apskritis,,Leliūnų seniūnija
Kaliekiškis,Kaliekiškio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3027,Utenos apskritis,,Leliūnų seniūnija
Karalinava,Karalinavos kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3028,Utenos apskritis,,Leliūnų seniūnija
Karčiupys,Karčiupio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3029,Utenos apskritis,,Leliūnų seniūnija
Karveliškis,Karveliškio viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3030,Utenos apskritis,,Leliūnų seniūnija
Kastulina,Kastulinos kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3031,Utenos apskritis,,Leliūnų seniūnija
Kryliai,Krylių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3032,Utenos apskritis,,Leliūnų seniūnija
Krunkiškis,Krunkiškio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3033,Utenos apskritis,,Leliūnų seniūnija
Kudrė,Kudrės viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3034,Utenos apskritis,,Leliūnų seniūnija
Kvoseliai,Kvoselių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3035,Utenos apskritis,,Leliūnų seniūnija
Labeikiai,Labeikių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3036,Utenos apskritis,,Leliūnų seniūnija
Lankelės,Lankelių viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3037,Utenos apskritis,,Leliūnų seniūnija
Ledninkas,Ledninko kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3038,Utenos apskritis,,Leliūnų seniūnija
Leliūnai,Leliūnų kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3039,Utenos apskritis,,Leliūnų seniūnija
Lementiškis,Lementiškio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3040,Utenos apskritis,,Leliūnų seniūnija
Liaumuškos,Liaumuškų kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3041,Utenos apskritis,,Leliūnų seniūnija
Liveikiai,Liveikių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3042,Utenos apskritis,,Leliūnų seniūnija
Lukna,Luknos viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3043,Utenos apskritis,,Leliūnų seniūnija
Margavonės,Margavonių viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3044,Utenos apskritis,,Leliūnų seniūnija
Margavonės,Margavonių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3045,Utenos apskritis,,Leliūnų seniūnija
Margės,Margių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3046,Utenos apskritis,,Leliūnų seniūnija
Maželiškiai,Maželiškių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3047,Utenos apskritis,,Leliūnų seniūnija
Mediniai,Medinių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3048,Utenos apskritis,,Leliūnų seniūnija
Meldiniai,Meldinių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3049,Utenos apskritis,,Leliūnų seniūnija
Meldučiai,Meldučių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3050,Utenos apskritis,,Leliūnų seniūnija
Miliūnai,Miliūnų kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3051,Utenos apskritis,,Leliūnų seniūnija
Mirkėnai,Mirkėnų kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3052,Utenos apskritis,,Leliūnų seniūnija
Miškiniai,Miškinių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3053,Utenos apskritis,,Leliūnų seniūnija
Naujasodis,Naujasodžio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3054,Utenos apskritis,,Leliūnų seniūnija
Noliškis,Noliškio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3055,Utenos apskritis,,Leliūnų seniūnija
Paberžynė,Paberžynės kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3056,Utenos apskritis,,Leliūnų seniūnija
Padborka,Padborkos kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3057,Utenos apskritis,,Leliūnų seniūnija
Pagiriai,Pagirių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3058,Utenos apskritis,,Leliūnų seniūnija
Pagojė,Pagojės kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3059,Utenos apskritis,,Leliūnų seniūnija
Pagranda,Pagrandos kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3060,Utenos apskritis,,Leliūnų seniūnija
Pailgis,Pailgio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3061,Utenos apskritis,,Leliūnų seniūnija
Pakalniai,Pakalnių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3062,Utenos apskritis,,Leliūnų seniūnija
Pakermėžys,Pakermėžio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3063,Utenos apskritis,,Leliūnų seniūnija
Paluknis,Paluknio viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3064,Utenos apskritis,,Leliūnų seniūnija
Pamedinė,Pamedinės kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3065,Utenos apskritis,,Leliūnų seniūnija
Paplentė,Paplentės viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3066,Utenos apskritis,,Leliūnų seniūnija
Paringis,Paringio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3067,Utenos apskritis,,Leliūnų seniūnija
Patalė,Patalės viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3068,Utenos apskritis,,Leliūnų seniūnija
Patiltė,Patiltės viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3069,Utenos apskritis,,Leliūnų seniūnija
Patošė,Patošės viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3070,Utenos apskritis,,Leliūnų seniūnija
Pavidinkstė,Pavidinkstės kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3071,Utenos apskritis,,Leliūnų seniūnija
Piliakalnis,Piliakalnio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3072,Utenos apskritis,,Leliūnų seniūnija
Pilkiškės,Pilkiškių viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3073,Utenos apskritis,,Leliūnų seniūnija
Radutė,Radutės kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3074,Utenos apskritis,,Leliūnų seniūnija
Razrivka,Razrivkos viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3075,Utenos apskritis,,Leliūnų seniūnija
Sabelkai,Sabelkų kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3076,Utenos apskritis,,Leliūnų seniūnija
Saldotiškis,Saldotiškio viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3077,Utenos apskritis,,Leliūnų seniūnija
Skrebiškiai,Skrebiškių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3078,Utenos apskritis,,Leliūnų seniūnija
Stabulankiai,Stabulankių glž. st.,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3079,Utenos apskritis,,Leliūnų seniūnija
Stabulankiai,Stabulankių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3080,Utenos apskritis,,Leliūnų seniūnija
Stainiškis,Stainiškio viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3081,Utenos apskritis,,Leliūnų seniūnija
Strazdakalnis,Strazdakalnio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3082,Utenos apskritis,,Leliūnų seniūnija
Sūngailiškis,Sūngailiškio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3083,Utenos apskritis,,Leliūnų seniūnija
Šaltupys,Šaltupio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3084,Utenos apskritis,,Leliūnų seniūnija
Šeibokiškis,Šeibokiškio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3085,Utenos apskritis,,Leliūnų seniūnija
Šileikiai,Šileikių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3086,Utenos apskritis,,Leliūnų seniūnija
Šilinė,Šilinės kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3087,Utenos apskritis,,Leliūnų seniūnija
Šlapios,Šlapių viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3088,Utenos apskritis,,Leliūnų seniūnija
Tautgiriai,Tautgirių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3089,Utenos apskritis,,Leliūnų seniūnija
Tirmūnai,Tirmūnų kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3090,Utenos apskritis,,Leliūnų seniūnija
Utenėlė,Utenėlės kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3091,Utenos apskritis,,Leliūnų seniūnija
Vaikutiškis,Vaikutiškio viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3092,Utenos apskritis,,Leliūnų seniūnija
Vaitkūnai,Vaitkūnų kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3093,Utenos apskritis,,Leliūnų seniūnija
Vareikiai,Vareikių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3094,Utenos apskritis,,Leliūnų seniūnija
Varnaraistis,Varnaraisčio viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3095,Utenos apskritis,,Leliūnų seniūnija
Velbiškės,Velbiškių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3096,Utenos apskritis,,Leliūnų seniūnija
Vieteikiai,Vieteikių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3097,Utenos apskritis,,Leliūnų seniūnija
Viskėnai,Viskėnų kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3098,Utenos apskritis,,Leliūnų seniūnija
Vitkūnai,Vitkūnų kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3099,Utenos apskritis,,Leliūnų seniūnija
Vosgėliai,Vosgėlių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3100,Utenos apskritis,,Leliūnų seniūnija
Zablatiškiai,Zablatiškių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3101,Utenos apskritis,,Leliūnų seniūnija
Zarankiškis,Zarankiškio viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3102,Utenos apskritis,,Leliūnų seniūnija
Žirgapievis,Žirgapievio viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3103,Utenos apskritis,,Leliūnų seniūnija
Žvyrinka,Žvyrinkos viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3104,Utenos apskritis,,Leliūnų seniūnija
Kuliniai,Kulinių viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3105,Utenos apskritis,,Saldutiškio seniūnija
Lamėstas,Lamėsto kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3106,Utenos apskritis,,Saldutiškio seniūnija
Mediniškis,Mediniškio viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3107,Utenos apskritis,,Saldutiškio seniūnija
Mineiškiemis,Mineiškiemio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3108,Utenos apskritis,,Saldutiškio seniūnija
Navazai,Navazų kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3109,Utenos apskritis,,Saldutiškio seniūnija
Paalsuodė I,Paalsuodės I kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3110,Utenos apskritis,,Saldutiškio seniūnija
Paalsuodė II,Paalsuodės II kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3111,Utenos apskritis,,Saldutiškio seniūnija
Paąžuoliai,Paąžuolių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3112,Utenos apskritis,,Saldutiškio seniūnija
Pagilbys,Pagilbio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3113,Utenos apskritis,,Saldutiškio seniūnija
Pagilbiškis,Pagilbiškio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3114,Utenos apskritis,,Saldutiškio seniūnija
Pagranda,Pagrandos viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3115,Utenos apskritis,,Saldutiškio seniūnija
Paisetė I,Paisetės I kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3116,Utenos apskritis,,Saldutiškio seniūnija
Paisetė II,Paisetės II kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3117,Utenos apskritis,,Saldutiškio seniūnija
Pajuodenė,Pajuodenės kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3118,Utenos apskritis,,Saldutiškio seniūnija
Pakapis,Pakapio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3119,Utenos apskritis,,Saldutiškio seniūnija
Pastasiūnė,Pastasiūnės viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3120,Utenos apskritis,,Saldutiškio seniūnija
Pastoviškis,Pastoviškio viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3121,Utenos apskritis,,Saldutiškio seniūnija
Pavajuonis,Pavajuonio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3122,Utenos apskritis,,Saldutiškio seniūnija
Pavyžintys,Pavyžinčio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3123,Utenos apskritis,,Saldutiškio seniūnija
Petkūniškis,Petkūniškio viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3124,Utenos apskritis,,Saldutiškio seniūnija
Plaučiškės,Plaučiškių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3125,Utenos apskritis,,Saldutiškio seniūnija
Pliaušketės,Pliauškečių viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3126,Utenos apskritis,,Saldutiškio seniūnija
Prūsokiškės,Prūsokiškių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3127,Utenos apskritis,,Saldutiškio seniūnija
Pūčkoriškiai,Pūčkoriškių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3128,Utenos apskritis,,Saldutiškio seniūnija
Riešutinė,Riešutinės viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3129,Utenos apskritis,,Saldutiškio seniūnija
Ryliškės,Ryliškių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3130,Utenos apskritis,,Saldutiškio seniūnija
Ripaičiai,Ripaičių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3131,Utenos apskritis,,Saldutiškio seniūnija
Sarakalnis,Sarakalnio viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3132,Utenos apskritis,,Saldutiškio seniūnija
Sėliškės,Sėliškių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3133,Utenos apskritis,,Saldutiškio seniūnija
Sidabrinė,Sidabrinės viensėdis,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3134,Utenos apskritis,,Saldutiškio seniūnija
Silgiškis,Silgiškio kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3135,Utenos apskritis,,Saldutiškio seniūnija
Staniuliškės,Staniuliškių kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3136,Utenos apskritis,,Saldutiškio seniūnija
Stasiūnai,Stasiūnų kaimas,LIETUVOS RESPUBLIKA,Utenos rajono savivaldybė,3137,Utenos apskritis,,Saldutiškio seniūnija
