Id, Country, County, Municipality, CivilParish, City, City_genitive, Street
3479, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Josvainių seniūnija, Pažiedupys, Pažiedupio kaimas
3480, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Josvainių seniūnija, Plaktiniai, Plaktinių kaimas
3481, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Josvainių seniūnija, Prapuoleniai, Prapuolenių viensėdis
3482, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Josvainių seniūnija, Ruseinėliai, Ruseinėlių kaimas
3483, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Josvainių seniūnija, Ruseiniai, Ruseinių kaimas
3484, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Josvainių seniūnija, Skaistgiriai, Skaistgirių kaimas
3485, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Josvainių seniūnija, Sviliai, Svilių kaimas
3486, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Josvainių seniūnija, Sviliukai, Sviliukų kaimas
3487, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Josvainių seniūnija, Šaravai, Šaravų kaimas
3488, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Josvainių seniūnija, Šingaliai, Šingalių kaimas
3489, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Josvainių seniūnija, Varnupė, Varnupės kaimas
3490, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Josvainių seniūnija, Vincentava, Vincentavos kaimas
3491, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Bartkūniškiai, Bartkūniškių kaimas, Jovarų gatvė
3492, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Janušava, Janušavos kaimas, Apynių gatvė
3493, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Janušava, Janušavos kaimas, Ąžuolyno gatvė
3494, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Janušava, Janušavos kaimas, Erškėčių gatvė
3495, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Janušava, Janušavos kaimas, Gebenių gatvė
3496, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Janušava, Janušavos kaimas, Gudobelių gatvė
3497, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Janušava, Janušavos kaimas, Janušavos gatvė
3498, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Janušava, Janušavos kaimas, Lanksvų gatvė
3499, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Janušava, Janušavos kaimas, Lazdynų gatvė
3500, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Janušava, Janušavos kaimas, Maumedžių gatvė
3501, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Janušava, Janušavos kaimas, Pušų gatvė
3502, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Janušava, Janušavos kaimas, Raskilų gatvė
3503, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Janušava, Janušavos kaimas, Sausmedžių gatvė
3504, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Janušava, Janušavos kaimas, Topolių gatvė
3505, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Justinava, Justinavos kaimas, Gelmės gatvė
3506, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėboniai, Kėbonių kaimas, Paupio gatvė
3507, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Akacijų gatvė
3508, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Alyvų gatvė
3509, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Alksnių gatvė
3510, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Atbradų gatvė
3511, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Ateities gatvė
3512, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Aušros gatvė
3513, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Aušros skersgatvis
3514, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Ažuolų skersgatvis
3515, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Babėnų gatvė
3516, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, J. Basanavičiaus gatvė
3517, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Bebrų gatvė
3518, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Berželių gatvė
3519, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Beržų skersgatvis
3520, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, J. Biliūno gatvė
3521, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Kazio Binkio gatvė
3522, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Biochemikų gatvė
3523, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Birutės gatvė
3524, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Teklės Bružaitės gatvė
3525, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Budrio gatvė
3526, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Antano Būdvyčio gatvė
3527, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, S. Dariaus ir S. Girėno gatvė
3528, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Daržų gatvė
3529, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, M. Daukšos gatvė
3530, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Daumantų gatvė
3531, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Kėdainiai, Kėdainių miestas, Derliaus gatvė
3532, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Keleriškiai, Keleriškių kaimas, Artojų gatvė
3533, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Keleriškiai, Keleriškių kaimas, Aukštaičių gatvė
3534, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Keleriškiai, Keleriškių kaimas, Gintaro gatvė
3535, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Keleriškiai, Keleriškių kaimas, Girelės gatvė
3536, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Keleriškiai, Keleriškių kaimas, Jaunimo gatvė
3537, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Keleriškiai, Keleriškių kaimas, Jurginų gatvė
3538, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Keleriškiai, Keleriškių kaimas, Pakalnučių gatvė
3539, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Keleriškiai, Keleriškių kaimas, Šaltinio gatvė
3540, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Keleriškiai, Keleriškių kaimas, Smėlio gatvė
3541, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Keleriškiai, Keleriškių kaimas, Technikos gatvė
3542, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Keleriškiai, Keleriškių kaimas, Vėjo gatvė
3543, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Keleriškiai, Keleriškių kaimas, Žiedų gatvė
3544, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Lipliūnai, Lipliūnų kaimas, Astrų gatvė
3545, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Lipliūnai, Lipliūnų kaimas, Dobilų gatvė
3546, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Lipliūnai, Lipliūnų kaimas, Greisupio gatvė
3547, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Lipliūnai, Lipliūnų kaimas, Tuopų gatvė
3548, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Varėnai, Varėnų kaimas
3549, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Kėdainių miesto seniūnija, Varkoliai, Varkolių kaimas
3550, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Ažytėnai, Ažytėnų kaimas, Ažytės gatvė
3551, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Ažytėnai, Ažytėnų kaimas, Mikalojaus Katkaus gatvė
3552, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Ažytėnai, Ažytėnų kaimas, Lakštingalų gatvė
3553, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Ažytėnai, Ažytėnų kaimas, Lankos gatvė
3554, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Ažytėnai, Ažytėnų kaimas, Lietaus gatvė
3555, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Ažytėnai, Ažytėnų kaimas, Miško gatvė
3556, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Ažytėnai, Ažytėnų kaimas, Saulės gatvė
3557, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Girlaukis, Girlaukio viensėdis
3558, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Girvainiai, Girvainių kaimas
3559, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Gudaičiai, Gudaičių kaimas
3560, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Guptilčiai, Guptilčių kaimas
3561, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Jankūnai, Jankūnų kaimas
3562, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Jaugiliai, Jaugilių kaimas
3563, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Jaugilka, Jaugilkos kaimas
3564, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Jurgaičiai, Jurgaičių kaimas
3565, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Keturkiemiai, Keturkiemių kaimas
3566, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Krakės, Krakių kaimas
3567, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Krymas, Krymo kaimas
3568, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Kukoriškiai, Kukoriškių kaimas
3569, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Lenčiai, Lenčių kaimas
3570, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Liubokinė, Liubokinės kaimas
3571, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Maconiai, Maconių kaimas
3572, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Mąstautai, Mąstautų kaimas
3573, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Medininkai, Medininkų kaimas
3574, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Meironiškėliai, Meironiškėlių kaimas
3575, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Mikniūnai, Mikniūnų kaimas
3576, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Milvydai, Milvydų kaimas
3577, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Mumaičiai, Mumaičių kaimas
3578, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Norkūnai, Norkūnų kaimas
3579, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Pakarkliai, Pakarklių kaimas
3580, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Palainiškiai, Palainiškių kaimas
3581, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Pališkėliai, Pališkėlių kaimas
3582, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Pališkiai, Pališkių kaimas
3583, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Parezgys, Parezgio kaimas
3584, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Paropėlis, Paropėlio kaimas
3585, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Paskardžiai, Paskardžių kaimas
3586, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Paskerdūmys, Paskerdūmio kaimas
3587, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Paskerdūmiukas, Paskerdūmiuko kaimas
3588, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Patranys, Patranio kaimas
3589, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Peštiniukai, Peštiniukų kaimas
3590, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Pilsupėliai, Pilsupėlių kaimas
3591, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Pilsupiai, Pilsupių kaimas
3592, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Plaukiai, Plaukių kaimas
3593, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Purvaičiai, Purvaičių kaimas
3594, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Rėguliai, Rėgulių kaimas
3595, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Rezgiai, Rezgių kaimas
3596, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Rezgiukai, Rezgiukų kaimas
3597, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Rimkai, Rimkų kaimas
3598, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Simoniškiai, Simoniškių kaimas
3599, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Skirgailinė, Skirgailinės kaimas
3600, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Slabada, Slabados kaimas
3601, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Sutkūnai, Sutkūnų kaimas
3602, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Šilainiai, Šilainių kaimas
3603, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Šmotiškėliai, Šmotiškėlių kaimas
3604, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Šmotiškiai, Šmotiškių kaimas
3605, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Špitolpievis, Špitolpievio kaimas
3606, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Šulaičiai, Šulaičių kaimas
3607, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Šulcava, Šulcavos kaimas
3608, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Tauginiškiai, Tauginiškių kaimas
3609, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Trakai, Trakų kaimas
3610, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Ustronė, Ustronės kaimas
3611, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Užvarčiai, Užvarčių kaimas
3612, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Vailainiai, Vailainių kaimas
3613, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Vantainiai, Vantainių kaimas
3614, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Vytautinė, Vytautinės kaimas
3615, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Vosbučiai, Vosbučių kaimas
3616, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Zembiškis, Zembiškio kaimas
3617, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Žalioji, Žaliosios kaimas
3618, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Žebgraužiai, Žebgraužių kaimas
3619, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Krakių seniūnija, Žitaičiai, Žitaičių kaimas
3620, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Pelėdnagių seniūnija, Beinaičiai, Beinaičių kaimas, Akmenių gatvė
3621, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Pelėdnagių seniūnija, Beinaičiai, Beinaičių kaimas, Baldinkos gatvė
3622, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Pelėdnagių seniūnija, Beinaičiai, Beinaičių kaimas, Nartautų gatvė
3623, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Pelėdnagių seniūnija, Beinaičiai, Beinaičių kaimas, Rymuolių gatvė
3624, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Pelėdnagių seniūnija, Beinaičiai, Beinaičių kaimas, Saulėtekio gatvė
3625, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Pelėdnagių seniūnija, Beinaičiai, Beinaičių kaimas, Šilainių gatvė
3626, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Pelėdnagių seniūnija, Labūnava, Labūnavos kaimas, Akmenėlių gatvė
3627, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Pelėdnagių seniūnija, Labūnava, Labūnavos kaimas, Anseinių gatvė
3628, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Pelėdnagių seniūnija, Labūnava, Labūnavos kaimas, Barupės gatvė
3629, LIETUVOS RESPUBLIKA, Kauno apskritis, Kėdainių rajono savivaldybė, Pelėdnagių seniūnija, Labūnava, Labūnavos kaimas, Bučiūnų gatvė
