"seniunijos pav.","gatves pavadinimas","miestas","pastatu numeriai","komentarai"
"Naujininkų seniūnija","Varėnos g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Vaivorykštės g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Vyšnių g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Žirnių g.","Vilniaus miestas",,
"Naujininkų seniūnija","A.Gustaičio g. ","Vilniaus miestas",,
"Naujininkų seniūnija","J.Dabkevičiaus g. ","Vilniaus miestas",,
"Naujininkų seniūnija","F.Vaitkaus g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Zanavykų g.","Vilniaus miestas",,
"Naujininkų seniūnija","Iešmininkų g.","Vilniaus miestas",,
"Naujininkų seniūnija","Dieveniškių g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Dubičių g.","Vilniaus miestas",,
"Naujininkų seniūnija","Geranainių g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Šalčininkų g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Asavos g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Karaliaus šulnio g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Šalčios g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Versekos g.","Vilniaus miestas",,
"Naujininkų seniūnija","Visinčios g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Žižmos g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Apso g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Katros g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Trobų g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Dusinėnų g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Vaikų g.  ","Vilniaus miestas",,
"Naujininkų seniūnija","Pupinės g.                   ","Vilniaus miestas",,
"Naujininkų seniūnija","Prančiškaus Žvirkos g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Gervėbalės g.              ","Vilniaus miestas",,
"Naujininkų seniūnija","Skaiteros g.                 ","Vilniaus miestas",,
"Naujininkų seniūnija","Sakalaičių g.                ","Vilniaus miestas",,
"Naujininkų seniūnija","Molinės g.","Vilniaus miestas",,
"Naujininkų seniūnija","Valakų g.","Vilniaus miestas",,
"Naujininkų seniūnija","Ringės g.","Vilniaus miestas",,
"Naujininkų seniūnija","Gamyklos g.","Vilniaus miestas",,
"Naujininkų seniūnija","Avinėlių g.","Vilniaus miestas",,
"Naujininkų seniūnija","Povų g.","Vilniaus miestas",,
"Naujininkų seniūnija","Griežlių g.","Vilniaus miestas",,
"Naujininkų seniūnija","Katiliškių g.    ","Vilniaus miestas","      ",
"Naujininkų seniūnija","Čigonų g. ","Vilniaus miestas",,"Aukštutinis taboras"
"Naujininkų seniūnija","Tabariškių g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Eišiškių Sodų 1-oji g. ","Vilniaus miestas",,"s/b „Pramonės darbuotojų“"
"Naujininkų seniūnija","Eišiškių Sodų 2-oji g. ","Vilniaus miestas",,"s/b „Pramonės darbuotojų“"
"Naujininkų seniūnija","Eišiškių Sodų 3-oji g. ","Vilniaus miestas",,"s/b „Pramonės darbuotojų“"
"Naujininkų seniūnija","Eišiškių Sodų 4-oji g. ","Vilniaus miestas",,"s/b „Pramonės darbuotojų“"
"Naujininkų seniūnija","Eišiškių Sodų 5-oji g. ","Vilniaus miestas",,"s/b „Pramonės darbuotojų“"
"Naujininkų seniūnija","Eišiškių Sodų 6-oji g. ","Vilniaus miestas",,"s/b „Pramonės darbuotojų“"
"Naujininkų seniūnija","Eišiškių Sodų 7-oji g. ","Vilniaus miestas",,"s/b „Pramonės darbuotojų“"
"Naujininkų seniūnija","Eišiškių Sodų 8-oji g. ","Vilniaus miestas",,"s/b „Pramonės darbuotojų“"
"Naujininkų seniūnija","Eišiškių Sodų 9-oji g. ","Vilniaus miestas",,"s/b „Pramonės darbuotojų“"
"Naujininkų seniūnija","Eišiškių Sodų 10-oji g. ","Vilniaus miestas",,"s/b „Pramonės darbuotojų“"
"Naujininkų seniūnija","Eišiškių Sodų 11-oji g. ","Vilniaus miestas",,"s/b „Pramonės darbuotojų“"
"Naujininkų seniūnija","Eišiškių Sodų 12-oji g. ","Vilniaus miestas",,"s/b „Pramonės darbuotojų“"
"Naujininkų seniūnija","Eišiškių Sodų 13-oji g. ","Vilniaus miestas",,"s/b „Pramonės darbuotojų“"
"Naujininkų seniūnija","Eišiškių Sodų 14-oji g. ","Vilniaus miestas",,"s/b „Pramonės darbuotojų“"
"Naujininkų seniūnija","Eišiškių Sodų 15-oji g. ","Vilniaus miestas",,"s/b „Pramonės darbuotojų“"
"Naujininkų seniūnija","Eišiškių Sodų 16-oji g. ","Vilniaus miestas",,"s/b „Pramonės darbuotojų“"
"Naujininkų seniūnija","Eišiškių Sodų 17oji g. ","Vilniaus miestas",,"s/b „Pramonės darbuotojų“"
"Naujininkų seniūnija","Eišiškių Sodų 18-oji g. ","Vilniaus miestas",,"s/b „Pramonės darbuotojų“"
"Naujininkų seniūnija","Salininkų Sodų 1-oji g. ","Vilniaus miestas",,"s/b „Baldai“"
"Naujininkų seniūnija","Salininkų Sodų 2-oji g. ","Vilniaus miestas",,"s/b „Baldai“"
"Naujininkų seniūnija","Salininkų Sodų 3-oji g. ","Vilniaus miestas",,"s/b „Baldai“"
"Naujininkų seniūnija","Salininkų Sodų 4-oji g. ","Vilniaus miestas",,"s/b „Kirtimai“ – „Mechanizatorius“"
"Naujininkų seniūnija","Salininkų Sodų 5-oji g.  ","Vilniaus miestas",,"s/b „Kirtimai“ – „Mechanizatorius“"
"Naujininkų seniūnija","Salininkų Sodų 6-oji g. ","Vilniaus miestas",,"s/b „Kirtimai“ – „Mechanizatorius“"
"Naujininkų seniūnija","Salininkų Sodų 7-oji g. ","Vilniaus miestas",,"s/b „Kirtimai“ – „Mechanizatorius“"
"Naujininkų seniūnija","Salininkų Sodų 8-oji g. ","Vilniaus miestas",,"s/b „Vilnis“"
"Naujininkų seniūnija","Salininkų Sodų 9-oji g. ","Vilniaus miestas",,"s/b „Vilnis“"
"Naujininkų seniūnija","Salininkų Sodų 10-oji g. ","Vilniaus miestas",,"s/b „Vilnis“"
"Naujininkų seniūnija","Salininkų Sodų 11-oji g. ","Vilniaus miestas",,"s/b „Vilnis“"
"Naujininkų seniūnija","Salininkų Sodų 12-oji g. ","Vilniaus miestas",,"s/b „Kooperatininkas“"
"Naujininkų seniūnija","Salininkų Sodų 13-oji g. ","Vilniaus miestas",,"s/b „Kooperatininkas“"
"Naujininkų seniūnija","Salininkų Sodų 14-oji g. ","Vilniaus miestas",,"s/b „Žagrė“"
"Naujininkų seniūnija","Salininkų Sodų 15-oji g. ","Vilniaus miestas",,"s/b „Žagrė“"
"Naujininkų seniūnija","Salininkų Sodų 16-oji g. ","Vilniaus miestas",,"s/b „Žagrė“"
"Naujininkų seniūnija","Salininkų Sodų 17-oji g. ","Vilniaus miestas",,"s/b „Žagrė“"
"Naujininkų seniūnija","Rodūnios Sodų 1-oji g. ","Vilniaus miestas",,"s/b „Aviatorius“"
"Naujininkų seniūnija","Rodūnios Sodų 2-oji g. ","Vilniaus miestas",,"s/b „Aviatorius“"
"Naujininkų seniūnija","Rodūnios Sodų 3-oji g. ","Vilniaus miestas",,"s/b „Aviatorius“"
"Naujininkų seniūnija","Rodūnios Sodų 4-oji g. ","Vilniaus miestas",,"s/b „Aviatorius“"
"Naujininkų seniūnija","Rodūnios Sodų 5-oji g. ","Vilniaus miestas",,"s/b „Aviatorius“"
"Naujininkų seniūnija","Rodūnios Sodų 6-oji g. ","Vilniaus miestas",,"s/b „Aviatorius“"
"Naujininkų seniūnija","Rodūnios Sodų 7-oji g. ","Vilniaus miestas",,"s/b „Aviatorius“"
"Naujininkų seniūnija","Rodūnios Sodų 8-oji g. ","Vilniaus miestas",,"s/b „Aviatorius“"
"Naujininkų seniūnija","Rodūnios Sodų 9-oji g. ","Vilniaus miestas",,"s/b „Poilsis“"
"Naujininkų seniūnija","Rodūnios Sodų 10-oji g. ","Vilniaus miestas",,"s/b „Poilsis“"
"Naujininkų seniūnija","Rodūnios Sodų 11-oji g. ","Vilniaus miestas",,"s/b „Giedra“"
"Naujininkų seniūnija","Rodūnios Sodų 12-oji g. ","Vilniaus miestas",,"s/b „Giedra“"
"Naujininkų seniūnija","Rodūnios Sodų 13-oji g. ","Vilniaus miestas",,"s/b „Poilsis“"
"Naujininkų seniūnija","Rodūnios Sodų 14-oji g. ","Vilniaus miestas",,"s/b „Poilsis“"
"Naujininkų seniūnija","Rodūnios Sodų 15-oji g. ","Vilniaus miestas",,"s/b „Poilsis“"
"Naujininkų seniūnija","Rodūnios Sodų 16-oji g. ","Vilniaus miestas",,"s/b „Poilsis“"
"Naujininkų seniūnija","Rodūnios Sodų 17-oji g. ","Vilniaus miestas",,"s/b „Poilsis“"
"Naujininkų seniūnija","Rodūnios Sodų 18-oji g. ","Vilniaus miestas",,"s/b „Poilsis“"
"Naujininkų seniūnija","Rodūnios Sodų 19 oji g. ","Vilniaus miestas",,"s/b „Erškėtrožė“"
"Naujininkų seniūnija","Rodūnios Sodų 19-24 oji g. ","Vilniaus miestas",,"s/b „Erškėtrožė“"
"Naujininkų seniūnija","Rodūnios Sodų 20-oji g. ","Vilniaus miestas",,"s/b „Erškėtrožė“"
"Naujininkų seniūnija","Rodūnios Sodų 21-oji g. ","Vilniaus miestas",,"s/b „Erškėtrožė“"
"Naujininkų seniūnija","Rodūnios Sodų 22-oji g. ","Vilniaus miestas",,"s/b „Erškėtrožė“"
"Naujininkų seniūnija","Rodūnios Sodų 23-oji g. ","Vilniaus miestas",,"s/b „Erškėtrožė“"
"Naujininkų seniūnija","Rodūnios Sodų 24-oji g. ","Vilniaus miestas",,"s/b „Žaliasis kelias“"
"Naujininkų seniūnija","Žaliojo kelio 1-oji g. ","Vilniaus miestas",,"s/b „Žaliasis kelias“"
"Naujininkų seniūnija","Žaliojo kelio 2-oji g. ","Vilniaus miestas",,"s/b „MSV-1“ – „Laumėšakis“"
"Naujininkų seniūnija","Sakalaičių Sodų 1-oji g.","Vilniaus miestas",,"s/b „MSV-1“ – „Laumėšakis“"
"Naujininkų seniūnija","Sakalaičių Sodų 2-oji g.","Vilniaus miestas",,"s/b „MSV-1“ – „Laumėšakis“"
"Naujininkų seniūnija","Sakalaičių Sodų 3-oji g.","Vilniaus miestas",,"s/b „MSV-1“ – „Laumėšakis“"
"Naujininkų seniūnija","Sakalaičių Sodų 4-oji g.","Vilniaus miestas",,"s/b „MSV-1“ – „Laumėšakis“"
"Naujininkų seniūnija","Sakalaičių Sodų 5-oji g.","Vilniaus miestas",,"s/b „Lokomotyvas“"
"Naujininkų seniūnija","Sakalaičių Sodų 6-oji g. ","Vilniaus miestas",,"s/b „Lokomotyvas“"
"Naujininkų seniūnija","Sakalaičių Sodų 7-oji g. ","Vilniaus miestas",,"s/b „Ekspresas“"
"Naujininkų seniūnija","Sakalaičių Sodų 8-oji g. ","Vilniaus miestas",,"s/b „Ekspresas“"
"Naujininkų seniūnija","Sakalaičių Sodų 9-oji g. ","Vilniaus miestas",,"s/b „Ekspresas“"
"Naujininkų seniūnija","Sakalaičių Sodų 10-oji g. ","Vilniaus miestas",,"s/b „Ekspresas“"
"Naujininkų seniūnija","Sakalaičių Sodų 11-oji g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Barūnų g.             ","Vilniaus miestas",,
"Naujininkų seniūnija","Jašiūnų g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kalvelių g.","Vilniaus miestas",,
"Naujininkų seniūnija","Krakūnų g.","Vilniaus miestas",,
"Naujininkų seniūnija","Mančiagirės g.","Vilniaus miestas",,
"Naujininkų seniūnija","Marcinkonių g.","Vilniaus miestas",,
"Naujininkų seniūnija","Norviliškių g.","Vilniaus miestas",,
"Naujininkų seniūnija","Nemajūnų g.","Vilniaus miestas",,
"Naujininkų seniūnija","Pabarės g.","Vilniaus miestas",,
"Naujininkų seniūnija","Palionių g.","Vilniaus miestas",,
"Naujininkų seniūnija","Perlamo g.","Vilniaus miestas",,
"Naujininkų seniūnija","Pivašiūnų g.","Vilniaus miestas",,
"Naujininkų seniūnija","Rimdžiūnų g.","Vilniaus miestas",,
"Naujininkų seniūnija","Skurbutėnų g.","Vilniaus miestas",,
"Naujininkų seniūnija","Spenglos g.","Vilniaus miestas",,
"Naujininkų seniūnija","Šumsko g.","Vilniaus miestas",,
"Naujininkų seniūnija","Zervynų g.","Vilniaus miestas",,
"Naujininkų seniūnija","Žadiškių g.","Vilniaus miestas",,
"Naujininkų seniūnija","Žiūrų g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 1-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 2-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 3-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 4-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 5-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 6-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 7-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 8-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 9-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 10-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 11-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 12-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 13-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 14-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 15-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 16-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 17-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 18-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 19-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 20-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 21-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 22-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 23-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 24-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 25-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 26-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 27-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 28-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 30-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 31-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 32-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 33-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 34-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 35-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 36-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 37-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 38-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 39-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 40-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 41-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 42-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 43-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 44-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 45-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 46-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 47-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 48-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 49-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 50-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 51-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 52-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 53-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 54-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 55-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 56-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 57-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 58-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 59-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 60-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 61-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 62-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 63-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 64-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 65-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 66-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 67-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 68-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 69-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 70-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 71-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 72-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 73-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 74-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 75-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 76-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 77-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 78-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 79-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 80-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 81-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 82-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 83-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 84-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 85-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Kelmijos Sodų 86-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Miškinių Sodų g.","Vilniaus miestas",,
"Naujininkų seniūnija","Miškinių Sodų 1-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Miškinių Sodų 2-oji g.","Vilniaus miestas",,
"Naujininkų seniūnija","Baltosios Vokės Sodų g.","Vilniaus miestas",,
"Naujininkų seniūnija","Barčių g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Sebastijoniškių g.","Vilniaus miestas",,
"Naujininkų seniūnija","Pilikonių g.","Vilniaus miestas",,
"Naujininkų seniūnija","Ilgalaukio g.","Vilniaus miestas",,
"Naujininkų seniūnija","Palionių g.","Vilniaus miestas",,
"Naujininkų seniūnija","Aidukaičių g.","Vilniaus miestas",,
"Naujininkų seniūnija","Bartų g.","Vilniaus miestas",,
"Naujininkų seniūnija","Dargiliškių g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Navasiškių g.","Vilniaus miestas",,
"Naujininkų seniūnija","Tūkstantmečio g. ","Vilniaus miestas",,
"Naujininkų seniūnija","Javų g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Airių g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Adolfo Baliūno g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Akacijų g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Anglų g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Ateities Sodų 1-oji g.","Vilniaus miestas",,"s. b.  „Ateitis‘"
"Naujosios Vilnios seniūnija","Ateities Sodų 2-oji g.","Vilniaus miestas",,"s. b.  „Ateitis‘"
"Naujosios Vilnios seniūnija","Ateities Sodų 3-oji g.","Vilniaus miestas",,"s. b.  „Ateitis‘"
"Naujosios Vilnios seniūnija","Ateities Sodų 4-oji g.","Vilniaus miestas",,"s. b.  „Ateitis‘"
"Naujosios Vilnios seniūnija","Arimų g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Arimų Sodų g.","Vilniaus miestas",,"s. b „Aušra“"
"Naujosios Vilnios seniūnija","Arimų Sodų 1-oji g.","Vilniaus miestas",,"s. b „Aušra“"
"Naujosios Vilnios seniūnija","Arimų Sodų 2-oji g. ","Vilniaus miestas",,"s. b „Aušra“"
"Naujosios Vilnios seniūnija","Arimų Sodų 3-oji g.","Vilniaus miestas",,"s. b „Aušra“"
"Naujosios Vilnios seniūnija","Arimų Sodų 4-oji g.","Vilniaus miestas",,"s. b „Aušra“"
"Naujosios Vilnios seniūnija","Arimų Sodų 5-oji g.","Vilniaus miestas",,"s. b „Aušra“"
"Naujosios Vilnios seniūnija","Arimų Sodų 6-oji g.","Vilniaus miestas",,"s. b „Aušra“"
"Naujosios Vilnios seniūnija","Arimų Sodų 7-oji g.","Vilniaus miestas",,"s. b „Aušra“"
"Naujosios Vilnios seniūnija","Arimų Sodų 8-oji g.","Vilniaus miestas",,"s. b „Aušra“"
"Naujosios Vilnios seniūnija","Arimų Sodų 9-oji g.","Vilniaus miestas",,"s. b „Aušra“"
"Naujosios Vilnios seniūnija","Arimų Sodų 10-oji g.","Vilniaus miestas",,"s. b „Aušra“"
"Naujosios Vilnios seniūnija","Arimų Sodų 11-oji g.","Vilniaus miestas",,"s. b „Aušra“"
"Naujosios Vilnios seniūnija","Astravo g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Austrų g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Ašmenėlės g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Audronės g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Bagušių g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Bajoriūnų g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Petro Babickio g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","M. Balinsko g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Baniškių g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Baniškių Sodų 1-oji g.","Vilniaus miestas",,"s/b „Agregatas‘ iki s/b „Svajonė – 33“ "
"Naujosios Vilnios seniūnija","Baniškių Sodų 2-oji g.","Vilniaus miestas",,"s/b „Agregatas‘ iki s/b „Svajonė – 33“ "
"Naujosios Vilnios seniūnija","Baniškių Sodų 3-oji g.","Vilniaus miestas",,"s/b „Agregatas‘ iki s/b „Svajonė – 33“ "
"Naujosios Vilnios seniūnija","Baniškių Sodų 4-oji g.","Vilniaus miestas",,"s/b „Agregatas‘ iki s/b „Svajonė – 33“ "
"Naujosios Vilnios seniūnija","Baniškių Sodų 5-oji g.","Vilniaus miestas",,"s/b „Agregatas‘ iki s/b „Svajonė – 33“ "
"Naujosios Vilnios seniūnija","Baniškių Sodų 6-oji g.","Vilniaus miestas",,"s/b „Agregatas‘ iki s/b „Svajonė – 33“ "
"Naujosios Vilnios seniūnija","Baniškių Sodų 7-oji g.","Vilniaus miestas",,"s/b „Agregatas‘ iki s/b „Svajonė – 33“ "
"Naujosios Vilnios seniūnija","Baniškių Sodų 8-oji g.","Vilniaus miestas",,"s/b „Agregatas‘ iki s/b „Svajonė – 33“ "
"Naujosios Vilnios seniūnija","Broniaus Kazio Balučio g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Saliamono Banaičio g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","St. Batoro g.","Vilniaus miestas","15-9999, 98-10000",
"Naujosios Vilnios seniūnija","Stasio Antano Bačkio g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Bedugnės g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Belmonto g.","Vilniaus miestas","17-9999, 36-10000",
"Naujosios Vilnios seniūnija","Benekainių g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Bičių g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","K. Bizausko g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Biržiškų g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Briedžių g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Brolių Mozerių g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","V. Čarneckio g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Čekų g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Čekėnų g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Čepkelių g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","K. Čibiro g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Čiobrelių g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","J. Čiurlionytės g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Jeronimo Cicėno g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Degutiškių g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Dukelių g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Dūmų g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Darželio g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Daulių g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","M. Davainio-Silvestraičio g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Dilgynės g.","Vilniaus miestas","1-9999",
"Naujosios Vilnios seniūnija","Draugystės g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Daubėnų g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Danų g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Džiaugsmo g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Eglinės Sodų g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Eglinės Sodų 1-oji g.","Vilniaus miestas",,
"Naujosios Vilnios seniūnija","Eglinės Sodų 2-oji g.","Vilniaus miestas",,
