id,country,county,municipality,civilparish,city,citygenitive,street
131,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Batniavos gatvė,,
132,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Bažnyčios gatvė,,
133,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Bedugnės takas,,
134,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Begonijų gatvė,,
135,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Benediktinių gatvė,,
136,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Berlainių gatvė,,
137,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Bernardinų Plytinės gatvė,,
138,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Bernardinų skersgatvis,,
139,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Bernatonių gatvė,,
140,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Beržyno gatvė,,
141,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Beržų gatvė,,
142,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Beržupės gatvė,,
143,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Betygalos gatvė,,
144,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Betonuotojų gatvė,,
145,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Bičiulių gatvė,,
146,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,V. Bičiūno gatvė,,
147,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,J. Bielinio gatvė,,
148,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Bijūnų gatvė,,
149,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,J. Biliūno gatvė,,
150,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,K. Binkio gatvė,,
151,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Birštono gatvė,,
152,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Biruliškių gatvė,,
153,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Birutės gatvė,,
154,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Birželio 23-iosios gatvė,,
155,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Biržiškų gatvė,,
156,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Biržų gatvė,,
157,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Bitėnų gatvė,,
158,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Bitininkų gatvė,,
159,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Bituko gatvė,,
160,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Bivylių gatvė,,
161,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Blindžių gatvė,,
162,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,V. Borisevičiaus gatvė,,
163,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,J. Borutos gatvė,,
164,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Braškių gatvė,,
165,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Brastos gatvė,,
166,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,B. Brazdžionio gatvė,,
167,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Bražuolės gatvė,,
168,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Breslaujos gatvė,,
169,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Briedžių takas,,
170,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Briugės gatvė,,
171,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Briuselio gatvė,,
172,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Brolybės gatvė,,
173,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Bruknių takas,,
174,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Brūžės gatvė,,
175,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Bublių gatvė,,
176,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Būgnininkų gatvė,,
177,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,K. Būgos gatvė,,
178,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Buktos gatvė,,
179,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,B. Buračo gatvė,,
180,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Būrio gatvė,,
181,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Buriuotojų gatvė,,
182,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Butrimonių gatvė,,
183,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,J. Čapliko gatvė,,
184,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,V. Čarneckio gatvė,,
185,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Čečėnijos aikštė,,
186,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Čekų gatvė,,
187,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,V. Čepinskio gatvė,,
188,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Čerpių gatvė,,
189,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,E. Cinzo gatvė,,
190,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Čiobrelių takas,,
191,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,S. Čiurlionienės-Kymantaitės gatvė,,
192,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,M. K. Čiurlionio gatvė,,
193,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Čiurlių gatvė,,
194,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Dabintos gatvė,,
195,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Dagilių gatvė,,
196,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Dagių takas,,
197,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Dainavos gatvė,,
198,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Dainos gatvė,,
199,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,J. Damijonaičio gatvė,,
200,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Dangės gatvė,,
201,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Dangstytės gatvė,,
202,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Danų gatvė,,
203,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Darbėnų gatvė,,
204,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Darbininkų gatvė,,
205,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Dargužių gatvė,,
206,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,S. Dariaus ir S. Girėno gatvė,,
207,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Darkiemio gatvė,,
208,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Darsūniškio gatvė,,
209,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Darželio gatvė,,
210,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Daublio gatvė,,
211,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Daugėliškių gatvė,,
212,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Daugirdiškių gatvė,,
213,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,T. Daugirdo gatvė,,
214,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Daugpilio gatvė,,
215,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Daugų gatvė,,
216,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Dauguvos gatvė,,
217,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Daujėnų gatvė,,
218,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,S. Daukanto gatvė,,
219,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Daukšiagirės gatvė,,
220,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,M. Daukšos gatvė,,
221,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Dažytojų skersgatvis,,
222,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Debesylų takas,,
223,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Debesų gatvė,,
224,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Degtukų gatvė,,
225,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Deimenos gatvė,,
226,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Demokratų gatvė,,
227,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Didžioji gatvė,,
228,LIETUVOS RESPUBLIKA,Kauno apskritis,Kauno miesto savivaldybė,Kaunas,Diemedžio gatvė,,
